frames,k,selector,seed,vendi,n_fail,combo_cov,op_cov,day_cov,bal_acc,auroc,degenerate
4,32,fps,6,3.8167479038238525,13,11,5,9,0.5195241000610128,0.5080333536709376,False
4,32,fps,7,3.7755727767944336,13,11,5,8,0.504779336994102,0.5031523286556844,False
4,32,fps,8,3.69731068611145,12,11,5,9,0.5147447630669107,0.5725035590807404,False
4,32,fps,9,3.7758140563964844,12,11,5,8,0.546878177750661,0.5342688631279235,False
4,32,fps,10,3.8020687103271484,14,11,5,9,0.5182021557860484,0.5198291641244661,False
4,32,fps,11,3.716770887374878,13,11,5,8,0.5095586739882042,0.5320317266625991,False
4,32,fps,12,3.8299875259399414,15,11,5,9,0.5484034980679277,0.582468985153549,False
4,32,fps,13,3.629941940307617,14,11,5,8,0.49094976611755137,0.4714256660565386,False
4,32,fps,14,3.6449971199035645,12,11,5,9,0.46918852959121415,0.5391498881431767,False
4,32,fps,15,3.7952756881713867,16,11,5,9,0.4930852145617246,0.4789505796217206,False
4,32,fps,16,3.727984666824341,13,11,5,9,0.5263371974781371,0.5348789912548302,False
4,32,fps,17,3.787196159362793,11,11,5,8,0.5111856823266219,0.5204392922513728,False
4,32,fps,18,3.831332206726074,11,10,5,9,0.5380313199105146,0.5123042505592841,False
4,32,fps,19,3.7854037284851074,11,11,5,8,0.5500305064063453,0.6335163717714053,False
4,32,kmedoid,0,2.2423064708709717,4,11,5,9,0.5407768964815944,0.5849094976611755,False
4,32,kmedoid,1,2.282151222229004,3,11,5,9,0.6433801098230628,0.7230018303843807,False
4,32,kmedoid,2,2.4259910583496094,2,11,5,9,0.5204392922513728,0.4852552369330892,False
4,32,kmedoid,3,2.2601263523101807,2,12,5,9,0.5053894651210087,0.5641651413463494,False
4,32,kmedoid,4,2.2588770389556885,3,11,5,9,0.47345942647956074,0.5104738661785642,False
4,32,random,0,2.118264675140381,7,8,5,4,0.6214154972544235,0.6955460646735815,False
4,32,random,1,1.9957246780395508,3,10,5,5,0.5153548911938174,0.6894447834045149,False
4,32,random,2,2.2150728702545166,6,9,5,6,0.6366687004270897,0.5952816758185886,False
4,32,random,3,2.2365670204162598,9,8,5,6,0.584502745576571,0.6526337197478138,False
4,32,random,4,2.1184582710266113,8,10,5,7,0.6503965832824894,0.7380516575147449,False
4,32,random,5,2.012648820877075,8,10,5,6,0.6736831401260932,0.7366280252186292,False
4,32,random,6,2.1526942253112793,7,9,5,7,0.5004067520846045,0.529997966239577,False
4,32,random,7,2.2055599689483643,4,11,5,5,0.7729306487695748,0.8055725035590808,False
4,32,random,8,2.0527215003967285,8,11,5,6,0.641651413463494,0.7309334960341671,False
4,32,random,9,2.259596824645996,6,9,5,6,0.6183648566198902,0.6778523489932886,False
4,32,random,10,1.985031247138977,5,9,5,5,0.6400244051250763,0.6227374415293878,False
4,32,random,11,2.2834620475769043,4,9,5,4,0.5457596095179988,0.5373195037624569,False
4,32,random,12,2.397984266281128,5,10,5,8,0.7190359975594875,0.7691681919869839,False
4,32,random,13,2.230164051055908,8,11,5,5,0.7256457189343095,0.6438885499288184,False
4,32,random,14,2.1667706966400146,9,9,5,5,0.6891397193410616,0.7225950782997763,False
4,32,random,15,1.938298225402832,5,8,5,5,0.5376245678259101,0.5678259101077893,False
4,32,random,16,2.0544753074645996,9,10,5,6,0.7376449054301404,0.7779133618059793,False
4,32,random,17,2.1248040199279785,5,9,5,6,0.6554809843400446,0.6735814521049421,False
4,32,random,18,2.0190701484680176,6,9,5,5,0.7124262761846655,0.7712019524100061,False
4,32,random,19,2.0728838443756104,9,9,5,6,0.7695749440715883,0.8183851942241204,False
4,32,matched_random,0,2.0591890811920166,11,9,5,5,0.7391702257474069,0.7890990441326012,False
4,32,matched_random,1,2.2882328033447266,14,10,5,6,0.5950782997762863,0.6632092739475289,False
4,32,matched_random,2,2.4656617641448975,13,11,5,8,0.6856823266219239,0.7689648159446817,False
4,32,matched_random,3,2.5748958587646484,13,10,5,8,0.6487695749440716,0.70734187512711,False
4,32,matched_random,4,2.213059902191162,14,10,5,7,0.6419564775269473,0.7061216188732967,False
4,32,matched_random,5,2.1840646266937256,13,11,5,6,0.8050640634533253,0.8474679682733375,False
4,32,matched_random,6,2.0379478931427,13,9,5,5,0.6168395363026236,0.6337197478137075,False
4,32,matched_random,7,2.093076705932617,13,10,5,6,0.6637177140532846,0.7234085824689851,False
4,32,matched_random,8,2.1578142642974854,12,11,5,6,0.6249745779947122,0.635956884279032,False
4,32,matched_random,9,2.2341086864471436,12,11,5,8,0.7715070164734594,0.7982509660362009,False
4,32,matched_random,10,2.286557197570801,14,10,5,7,0.6823266219239373,0.727069351230425,False
4,32,matched_random,11,2.3212547302246094,13,8,5,5,0.545962985560301,0.5220663005897905,False
4,32,matched_random,12,2.2830305099487305,15,10,5,6,0.6469391905633517,0.7270693512304249,False
4,32,matched_random,13,2.142728567123413,14,10,5,6,0.7546268049623754,0.819808826520236,False
4,32,matched_random,14,2.433337688446045,12,11,5,8,0.6151108399430547,0.7107992678462477,False
4,32,matched_random,15,2.1570522785186768,16,10,5,7,0.6973764490543014,0.7801504982713037,False
4,32,matched_random,16,2.045905351638794,13,10,5,5,0.6538539760016271,0.7002237136465325,False
4,32,matched_random,17,2.0613059997558594,11,9,5,6,0.6486678869229205,0.7038844824079723,False
4,32,matched_random,18,2.4591610431671143,11,10,5,8,0.6266015863331299,0.7103925157616432,False
4,32,matched_random,19,2.217050552368164,11,11,5,7,0.7547284929835265,0.8586536505999594,False
4,64,fps,0,3.690850257873535,26,11,5,9,0.5548098434004474,0.5790115924344111,False
4,64,fps,1,3.6274282932281494,24,11,5,9,0.5329469188529591,0.6003660768761441,False
4,64,fps,2,3.586697816848755,25,11,5,10,0.5698596705308114,0.6375838926174496,False
4,64,fps,3,3.6466896533966064,25,11,5,9,0.5144396990034574,0.595688427903193,False
4,64,fps,4,3.7289273738861084,23,11,5,9,0.5379296318893634,0.5700630465731137,False
4,64,fps,5,3.628577709197998,26,11,5,9,0.517795403701444,0.5786048403498069,False
4,64,fps,6,3.671462297439575,25,11,5,9,0.5715883668903803,0.648362822859467,False
4,64,fps,7,3.671630382537842,24,11,5,9,0.5647752694732561,0.592841163310962,False
4,64,fps,8,3.651782274246216,26,11,5,10,0.5479967459833232,0.5948749237339841,False
4,64,fps,9,3.643150806427002,26,11,5,9,0.4942037827943868,0.5725035590807402,False
4,64,fps,10,3.6565144062042236,20,11,5,9,0.6034167175106773,0.6829367500508441,False
4,64,fps,11,3.5991063117980957,25,11,5,10,0.532845230831808,0.5769778320113891,False
4,64,fps,12,3.6341166496276855,22,11,5,9,0.6001627008338418,0.6931055521659548,False
4,64,fps,13,3.561415433883667,28,11,5,10,0.4975594874923734,0.5206426682936751,False
4,64,fps,14,3.548194408416748,22,11,5,10,0.5496237543217409,0.5908074028879398,False
4,64,fps,15,3.6472177505493164,26,11,5,10,0.5278625177954037,0.5812487288997356,False
4,64,fps,16,3.600144624710083,24,11,5,10,0.5429123449257678,0.5820622330689443,False
4,64,fps,17,3.6238179206848145,23,11,5,9,0.5430140329469189,0.5887736424649176,False
4,64,fps,18,3.6495232582092285,23,11,5,9,0.5681309741712426,0.6550742322554404,False
4,64,fps,19,3.668247699737549,27,11,5,9,0.5263371974781371,0.6125686394142771,False
4,64,kmedoid,0,2.6024277210235596,8,12,5,9,0.6417531014846451,0.7049013626194836,False
4,64,kmedoid,1,2.5105881690979004,8,11,5,9,0.7512711002643888,0.7834045149481392,False
4,64,kmedoid,2,2.620349407196045,6,11,5,10,0.7661175513524507,0.8232662192393736,False
4,64,kmedoid,3,2.603282928466797,10,12,5,10,0.6063656701240594,0.6941224323774658,False
4,64,kmedoid,4,2.5083940029144287,7,12,5,9,0.6349400040675208,0.7657107992678462,False
4,64,random,0,2.36468243598938,12,10,5,8,0.7410006101281269,0.8126906650396583,False
4,64,random,1,2.255227565765381,11,11,5,7,0.643481797844214,0.7402887939800691,False
4,64,random,2,2.2496392726898193,18,11,5,7,0.78991254830181,0.813300793166565,False
4,64,random,3,2.4626002311706543,17,11,5,8,0.6921903599755949,0.7164937970307098,False
4,64,random,4,2.4986422061920166,9,11,5,8,0.6719544437665244,0.6965629448850925,False
4,64,random,5,2.2755095958709717,16,10,5,8,0.7697783201138906,0.7931665649786455,False
4,64,random,6,2.4291951656341553,11,11,5,8,0.8033353670937564,0.8370957901159243,False
4,64,random,7,2.031342029571533,12,11,5,6,0.6518202155786048,0.6735814521049419,False
4,64,random,8,2.4651238918304443,8,10,5,7,0.781370754525117,0.8191986983933293,False
4,64,random,9,2.287855625152588,12,11,5,8,0.7190359975594875,0.7413056741915802,False
4,64,random,10,2.1809701919555664,11,11,5,6,0.6990034573927191,0.7494407158836689,False
4,64,random,11,2.329371213912964,9,11,5,8,0.6251779540370144,0.6579214968476713,False
4,64,random,12,2.103442668914795,7,11,5,5,0.6720561317876754,0.7592027659141752,False
4,64,random,13,2.440572500228882,12,11,5,8,0.6333129957291032,0.7126296522269676,False
4,64,random,14,2.2230894565582275,11,11,5,8,0.7123245881635143,0.7876754118364857,False
4,64,random,15,2.282729387283325,14,11,5,8,0.6873093349603416,0.753304860687411,False
4,64,random,16,2.3157200813293457,8,10,5,8,0.6720561317876754,0.7327638804148872,False
4,64,random,17,2.4863908290863037,9,11,5,9,0.7295098637380517,0.7604230221679887,False
4,64,random,18,2.1873250007629395,11,11,5,6,0.5762660158633313,0.602196461256864,False
4,64,random,19,2.5986499786376953,11,11,5,7,0.6907667276794793,0.7360178970917226,False
4,64,matched_random,0,2.2615725994110107,26,11,5,7,0.7362212731340247,0.8082163921090095,False
4,64,matched_random,1,2.2043609619140625,24,10,5,7,0.715781980882652,0.7659141753101485,False
4,64,matched_random,2,2.3861005306243896,25,11,5,7,0.7510677242220867,0.8175716900549116,False
4,64,matched_random,3,2.4288041591644287,25,11,5,8,0.764592231035184,0.801098230628432,False
4,64,matched_random,4,2.318723440170288,23,11,5,8,0.6621923937360179,0.7122229001423632,False
4,64,matched_random,5,2.361737012863159,26,11,5,7,0.7126296522269677,0.7669310555216595,False
4,64,matched_random,6,2.6542038917541504,25,11,5,10,0.6755135245068131,0.7209680699613585,False
4,64,matched_random,7,2.3088083267211914,24,11,5,7,0.7663209273947529,0.8067927598128941,False
4,64,matched_random,8,2.345686674118042,26,11,5,7,0.7158836689038031,0.7773032336790726,False
4,64,matched_random,9,2.2701075077056885,26,10,5,6,0.7444580028472646,0.805775879601383,False
4,64,matched_random,10,2.305572509765625,20,11,5,8,0.6974781370754526,0.7254423428920073,False
4,64,matched_random,11,2.421018123626709,25,11,5,8,0.7832011389058369,0.8436038234695953,False
4,64,matched_random,12,2.2644670009613037,22,11,5,7,0.6974781370754526,0.8157413056741916,False
4,64,matched_random,13,2.4712042808532715,28,12,5,7,0.791641244661379,0.8393329265812487,False
4,64,matched_random,14,2.429192543029785,22,11,5,7,0.7006304657311369,0.772015456579215,False
4,64,matched_random,15,2.5028607845306396,26,11,5,9,0.6755135245068131,0.743949562741509,False
4,64,matched_random,16,2.427072048187256,24,11,5,8,0.7023591620907057,0.786048403498068,False
4,64,matched_random,17,2.388911485671997,23,11,5,7,0.6487695749440716,0.739271913768558,False
4,64,matched_random,18,2.3212976455688477,23,11,5,9,0.7511694122432377,0.8100467764897296,False
4,64,matched_random,19,2.2510218620300293,27,11,5,7,0.6959528167581859,0.7736424649176328,False
4,128,fps,0,3.417914628982544,48,11,5,10,0.6320927394752898,0.6937156802928615,False
4,128,fps,1,3.4271655082702637,49,11,5,10,0.6236526337197479,0.7059182428309945,False
4,128,fps,2,3.413435220718384,48,11,5,10,0.6051454138702461,0.688427903193004,False
4,128,fps,3,3.4222166538238525,47,11,5,10,0.6067724222086639,0.6648362822859467,False
4,128,fps,4,3.4374876022338867,43,11,5,10,0.5664022778116737,0.6481594468171649,False
4,128,fps,5,3.4372212886810303,54,11,5,10,0.6271100264388855,0.6750050844010576,False
4,128,fps,6,3.429457187652588,50,11,5,10,0.6656497864551556,0.7311368720764694,False
4,128,fps,7,3.421522378921509,41,11,5,10,0.6738865161683953,0.6996135855196257,False
4,128,fps,8,3.397427797317505,42,11,5,10,0.6066707341875127,0.6611755135245069,False
4,128,fps,9,3.4261345863342285,51,11,5,10,0.6337197478137075,0.6971730730119993,False
4,128,fps,10,3.4205374717712402,42,11,5,10,0.6571079926784624,0.7116127720154566,False
4,128,fps,11,3.4201364517211914,45,11,5,10,0.588163514338011,0.6546674801708359,False
4,128,fps,12,3.412374258041382,44,11,5,10,0.6337197478137075,0.7067317470002034,False
4,128,fps,13,3.4181957244873047,48,11,5,10,0.6218222493390279,0.6658531624974579,False
4,128,fps,14,3.4188625812530518,44,11,5,10,0.5697579825096604,0.6587350010168802,False
4,128,fps,15,3.438350200653076,45,11,5,10,0.6185682326621924,0.6709375635550132,False
4,128,fps,16,3.3983092308044434,39,11,5,10,0.6066707341875127,0.6505999593247914,False
4,128,fps,17,3.430885076522827,45,11,5,10,0.6134838316046369,0.6825299979662396,False
4,128,fps,18,3.4370102882385254,47,11,5,10,0.6134838316046369,0.6774455969086842,False
4,128,fps,19,3.4174060821533203,47,11,5,10,0.6706324994915599,0.7118161480577588,False
4,128,kmedoid,0,2.664017677307129,25,12,5,9,0.764490543014033,0.8084197681513118,False
4,128,kmedoid,1,2.764996290206909,24,12,5,10,0.6753101484645109,0.758796013829571,False
4,128,kmedoid,2,2.7664828300476074,22,12,5,10,0.6988000813504169,0.7695749440715884,False
4,128,kmedoid,3,2.7855820655822754,18,11,5,10,0.7191376855806386,0.7947935733170632,False
4,128,kmedoid,4,2.734952211380005,27,12,5,10,0.6685987390685377,0.7209680699613585,False
4,128,random,0,2.42069673538208,19,12,5,9,0.6990034573927191,0.7886922920479968,False
4,128,random,1,2.3919599056243896,20,11,5,8,0.715781980882652,0.8008948545861297,False
4,128,random,2,2.584638833999634,24,11,5,9,0.7192393736017897,0.7811673784828146,False
4,128,random,3,2.4119873046875,25,11,5,8,0.7124262761846655,0.7907260524710189,False
4,128,random,4,2.3909318447113037,23,11,5,8,0.6954443766524303,0.6861907667276794,False
4,128,random,5,2.382002115249634,19,11,5,10,0.8150294895261339,0.8623144193613992,False
4,128,random,6,2.348910331726074,23,11,5,8,0.6552776082977425,0.7219849501728697,False
4,128,random,7,2.5207769870758057,25,11,5,7,0.7696766320927395,0.8214358348586537,False
4,128,random,8,2.4459383487701416,28,11,5,9,0.6571079926784624,0.7406955460646737,False
4,128,random,9,2.479846477508545,26,11,5,8,0.7965222696766321,0.8419768151311775,False
4,128,random,10,2.3618428707122803,20,10,5,9,0.7933699410209478,0.8108602806589384,False
4,128,random,11,2.3266472816467285,18,11,5,8,0.660362009355298,0.7435428106569046,False
4,128,random,12,2.502295732498169,29,11,5,8,0.7679479357331707,0.8503152328655684,False
4,128,random,13,2.294320821762085,19,11,5,8,0.7865568436038235,0.8130974171242628,False
4,128,random,14,2.429291009902954,16,11,5,8,0.781370754525117,0.846044335977222,False
4,128,random,15,2.687944173812866,20,11,5,10,0.6940207443563149,0.7431360585723001,False
4,128,random,16,2.4453036785125732,18,10,5,6,0.6854789505796217,0.7852348993288591,False
4,128,random,17,2.5405478477478027,26,12,5,9,0.7023591620907057,0.7368314012609315,False
4,128,random,18,2.560358762741089,24,10,5,8,0.7276794793573318,0.8307911328045556,False
4,128,random,19,2.402223587036133,25,11,5,9,0.7057148667886923,0.729713239780354,False
4,128,matched_random,0,2.4210519790649414,48,11,5,8,0.766422615415904,0.8303843807199511,False
4,128,matched_random,1,2.6209535598754883,49,11,5,10,0.7832011389058369,0.8285539963392312,False
4,128,matched_random,2,2.3968303203582764,48,11,5,8,0.7629652226967663,0.8311978848891601,False
4,128,matched_random,3,2.4746854305267334,47,12,5,9,0.7714053284523084,0.8342485255236933,False
4,128,matched_random,4,2.4781606197357178,43,11,5,9,0.757880821639211,0.8318080130160667,False
4,128,matched_random,5,2.5320143699645996,54,12,5,8,0.74954240390482,0.826520235916209,False
4,128,matched_random,6,2.5695226192474365,50,11,5,9,0.8066910717917429,0.8492983526540574,False
4,128,matched_random,7,2.447075843811035,41,11,5,9,0.8201138905836892,0.8419768151311775,False
4,128,matched_random,8,2.554842948913574,42,11,5,8,0.7209680699613585,0.8120805369127517,False
4,128,matched_random,9,2.4615418910980225,51,11,5,8,0.7327638804148872,0.8106569046166362,False
4,128,matched_random,10,2.439704418182373,42,11,5,7,0.7243237746593452,0.8206223306894448,False
4,128,matched_random,11,2.596097230911255,45,11,5,9,0.6823266219239373,0.7274761033150294,False
4,128,matched_random,12,2.4421446323394775,44,11,5,7,0.6921903599755949,0.7478137075452511,False
4,128,matched_random,13,2.439725160598755,48,11,5,8,0.7966239576977832,0.877160870449461,False
4,128,matched_random,14,2.5606842041015625,44,12,5,9,0.7327638804148872,0.7886922920479967,False
4,128,matched_random,15,2.4933857917785645,45,11,5,9,0.8183851942241204,0.8777709985763678,False
4,128,matched_random,16,2.493589401245117,39,11,5,8,0.7596095179987797,0.8419768151311776,False
4,128,matched_random,17,2.6671698093414307,45,11,5,9,0.7864551555826724,0.8403498067927598,False
4,128,matched_random,18,2.5570068359375,47,11,5,9,0.6705308114704087,0.736424649176327,False
4,128,matched_random,19,2.372382879257202,47,11,5,7,0.764592231035184,0.8214358348586537,False
8,16,fps,0,3.287571668624878,8,8,5,8,0.47783201138905834,0.49278015049827134,False
8,16,fps,1,3.2573773860931396,8,9,5,9,0.5165751474476307,0.5116941224323774,False
8,16,fps,2,3.1906657218933105,10,9,5,8,0.4712222900142363,0.4264795607077486,False
8,16,fps,3,3.378148317337036,8,9,5,8,0.4928818385194224,0.4553589587146635,False
8,16,fps,4,3.366042137145996,8,10,5,7,0.5183038438071995,0.4702054098027252,False
8,16,fps,5,3.0996198654174805,7,8,5,7,0.4673581452104942,0.5003050640634533,False
8,16,fps,6,3.415090560913086,7,10,5,9,0.4590197274761033,0.45962985560300995,False
8,16,fps,7,3.3389687538146973,8,8,5,8,0.4812894041081961,0.47630669107179174,False
8,16,fps,8,3.119415044784546,10,9,5,7,0.5116941224323774,0.44885092536099247,False
8,16,fps,9,3.295358180999756,8,7,4,8,0.5116941224323774,0.46003660768761445,False
8,16,fps,10,3.269035816192627,8,8,5,6,0.5250152532031727,0.49196664632906245,False
8,16,fps,11,3.3576273918151855,8,9,5,7,0.46939190563351635,0.4769168191986984,False
8,16,fps,12,3.299928665161133,9,10,5,7,0.5099654260728086,0.4490543014032947,False
8,16,fps,13,3.254117250442505,9,9,5,8,0.483119788488916,0.37014439699003454,False
8,16,fps,14,3.1260807514190674,8,9,5,6,0.5062029692902177,0.5021354484441733,False
8,16,fps,15,3.3687617778778076,6,9,5,9,0.470917225950783,0.4470205409802725,False
8,16,fps,16,3.1455254554748535,10,9,5,7,0.4695952816758186,0.43868212324588163,False
8,16,fps,17,3.3808298110961914,7,9,4,8,0.5064063453325198,0.47773032336790733,False
8,16,fps,18,3.4289400577545166,10,10,5,7,0.5134228187919463,0.4169208867195444,False
8,16,fps,19,3.2308568954467773,9,9,5,7,0.5250152532031727,0.5289810860280659,False
8,16,kmedoid,0,2.0677027702331543,1,9,5,6,0.47498474679682734,0.45779947122229003,False
8,16,kmedoid,1,2.097865343093872,2,10,5,7,0.5508440105755542,0.5729103111653447,False
8,16,kmedoid,2,2.224198579788208,2,10,5,6,0.569452918446207,0.651006711409396,False
8,16,kmedoid,3,1.8151613473892212,2,9,5,6,0.6350416920886719,0.6508033353670938,False
8,16,kmedoid,4,1.8485664129257202,1,8,5,5,0.49511897498474683,0.46308724832214765,False
8,16,random,0,1.8052340745925903,3,8,5,4,0.6147040878584502,0.6855806386007729,False
8,16,random,1,1.8780490159988403,4,9,5,6,0.6754118364856619,0.661378889566809,False
8,16,random,2,2.0821902751922607,4,8,4,5,0.5696562944885093,0.5696562944885093,False
8,16,random,3,1.9232587814331055,2,8,4,4,0.5320317266625991,0.5255236933089282,False
8,16,random,4,2.0179145336151123,1,7,5,4,0.44142769981696156,0.41936139922717103,False
8,16,random,5,1.7120647430419922,2,8,4,4,0.560911124669514,0.5962985560300995,False
8,16,random,6,1.706274390220642,2,7,5,5,0.5960951799877974,0.5293878381126704,False
8,16,random,7,1.8293180465698242,3,7,4,4,0.4938987187309335,0.5456579214968477,False
8,16,random,8,1.791755199432373,2,7,4,5,0.5690461663616027,0.5999593247915396,False
8,16,random,9,2.070145606994629,6,7,5,5,0.605043725849095,0.6750050844010576,False
8,16,random,10,1.7997097969055176,5,9,5,5,0.6316859873906854,0.6764287166971731,False
8,16,random,11,2.1498982906341553,2,9,5,6,0.5927394752898109,0.6754118364856619,False
8,16,random,12,2.1558339595794678,2,8,4,5,0.4566809029896278,0.46532438478747207,False
8,16,random,13,1.7025913000106812,3,7,5,3,0.4517998779743746,0.41732763880414886,False
8,16,random,14,1.671581506729126,3,8,5,5,0.5894854586129754,0.6493797030709783,False
8,16,random,15,2.0166332721710205,2,8,5,4,0.4720357941834452,0.4632906243644499,False
8,16,random,16,1.8294645547866821,4,9,5,5,0.6368720764693919,0.6255847061216189,False
8,16,random,17,1.774232029914856,3,8,5,4,0.7006304657311369,0.7923530608094367,False
