episode,k,policy,frames,coverage,vendi_sel
2026-04-24-05-55-53-873488,4,ORACLE_greedy,254,0.08560115844011307,1.8330776691436768
2026-04-24-05-55-53-873488,4,ORACLE_fps,254,0.1448678821325302,2.5127511024475098
2026-04-24-05-55-53-873488,8,ORACLE_greedy,254,0.0636436864733696,2.097679853439331
2026-04-24-05-55-53-873488,8,ORACLE_fps,254,0.11209714412689209,3.4809188842773438
2026-04-24-05-55-53-873488,16,ORACLE_greedy,254,0.046809908002614975,2.6224887371063232
2026-04-24-05-55-53-873488,16,ORACLE_fps,254,0.08124018460512161,4.09547233581543
2026-04-24-05-55-53-873488,32,ORACLE_greedy,254,0.03333950787782669,3.216442823410034
2026-04-24-05-55-53-873488,32,ORACLE_fps,254,0.04800787568092346,4.281555652618408
2026-04-24-05-55-53-873488,64,ORACLE_greedy,254,0.02102034166455269,3.626398801803589
2026-04-24-05-55-53-873488,64,ORACLE_fps,254,0.026724914088845253,3.9581170082092285
2026-06-10-07-57-57-938617,2,uniform,466,0.12301795184612274,1.609329104423523
2026-06-10-07-57-57-938617,2,motion_peaks,466,0.304352343082428,1.1684993505477905
2026-06-10-07-57-57-938617,2,cheap_fps,466,0.1928199976682663,1.6509315967559814
2026-06-10-07-57-57-938617,2,motion_gated_fps,466,0.11045952141284943,1.6671953201293945
2026-06-10-07-57-57-938617,4,uniform,466,0.09672969579696655,1.9617747068405151
2026-06-10-07-57-57-938617,4,motion_peaks,466,0.303175151348114,1.3252942562103271
2026-06-10-07-57-57-938617,4,cheap_fps,466,0.09123174101114273,2.2986457347869873
2026-06-10-07-57-57-938617,4,motion_gated_fps,466,0.09476811438798904,2.1971535682678223
2026-06-10-07-57-57-938617,8,uniform,466,0.068039171397686,2.079335927963257
2026-06-10-07-57-57-938617,8,motion_peaks,466,0.30121707916259766,1.8299723863601685
2026-06-10-07-57-57-938617,8,cheap_fps,466,0.07646364718675613,2.5454468727111816
2026-06-10-07-57-57-938617,8,motion_gated_fps,466,0.07168399542570114,2.4540374279022217
2026-06-10-07-57-57-938617,16,uniform,466,0.05409572273492813,2.1132068634033203
2026-06-10-07-57-57-938617,16,motion_peaks,466,0.1875831037759781,2.09428334236145
2026-06-10-07-57-57-938617,16,cheap_fps,466,0.05737960338592529,2.6302623748779297
2026-06-10-07-57-57-938617,16,motion_gated_fps,466,0.05776514485478401,2.56893253326416
2026-06-10-07-57-57-938617,32,uniform,466,0.04194047674536705,2.119028329849243
2026-06-10-07-57-57-938617,32,motion_peaks,466,0.0731409415602684,2.8165223598480225
2026-06-10-07-57-57-938617,32,cheap_fps,466,0.04471476376056671,2.670452117919922
2026-06-10-07-57-57-938617,32,motion_gated_fps,466,0.04685736075043678,2.6990482807159424
2026-06-10-07-57-57-938617,64,uniform,466,0.02921287715435028,2.3085131645202637
2026-06-10-07-57-57-938617,64,motion_peaks,466,0.05253085121512413,2.773650884628296
2026-06-10-07-57-57-938617,64,cheap_fps,466,0.032743871212005615,2.819678783416748
2026-06-10-07-57-57-938617,64,motion_gated_fps,466,0.03666321188211441,2.898326873779297
2026-06-10-07-57-57-938617,2,ORACLE_greedy,466,0.08522818237543106,1.1994755268096924
2026-06-10-07-57-57-938617,2,ORACLE_fps,466,0.19328437745571136,1.7391376495361328
2026-06-10-07-57-57-938617,4,ORACLE_greedy,466,0.06685297191143036,1.872084379196167
2026-06-10-07-57-57-938617,4,ORACLE_fps,466,0.11968134343624115,2.5852878093719482
2026-06-10-07-57-57-938617,8,ORACLE_greedy,466,0.055193495005369186,1.976717233657837
2026-06-10-07-57-57-938617,8,ORACLE_fps,466,0.09005672484636307,2.9348905086517334
2026-06-10-07-57-57-938617,16,ORACLE_greedy,466,0.04513809457421303,2.057056427001953
2026-06-10-07-57-57-938617,16,ORACLE_fps,466,0.07043340802192688,3.1102089881896973
2026-06-10-07-57-57-938617,32,ORACLE_greedy,466,0.0348174013197422,2.3693253993988037
2026-06-10-07-57-57-938617,32,ORACLE_fps,466,0.05173196271061897,3.194812297821045
2026-06-10-07-57-57-938617,64,ORACLE_greedy,466,0.02539031393826008,2.5077502727508545
2026-06-10-07-57-57-938617,64,ORACLE_fps,466,0.03460139036178589,3.1592068672180176
2026-06-03-18-05-39-139370,2,uniform,247,0.26137620210647583,1.709291934967041
2026-06-03-18-05-39-139370,2,motion_peaks,247,0.373526006937027,1.4121973514556885
2026-06-03-18-05-39-139370,2,cheap_fps,247,0.20317442715168,1.6926329135894775
2026-06-03-18-05-39-139370,2,motion_gated_fps,247,0.2906344532966614,1.684558629989624
2026-06-03-18-05-39-139370,4,uniform,247,0.15920019149780273,2.265009641647339
2026-06-03-18-05-39-139370,4,motion_peaks,247,0.229082852602005,2.3451414108276367
2026-06-03-18-05-39-139370,4,cheap_fps,247,0.12882088124752045,2.522237539291382
2026-06-03-18-05-39-139370,4,motion_gated_fps,247,0.1396096795797348,2.2076575756073
2026-06-03-18-05-39-139370,8,uniform,247,0.10892356932163239,2.7435293197631836
2026-06-03-18-05-39-139370,8,motion_peaks,247,0.2011592984199524,3.1662542819976807
2026-06-03-18-05-39-139370,8,cheap_fps,247,0.10482864826917648,3.3965208530426025
2026-06-03-18-05-39-139370,8,motion_gated_fps,247,0.11163144558668137,2.9085254669189453
2026-06-03-18-05-39-139370,16,uniform,247,0.08125722408294678,2.9817004203796387
2026-06-03-18-05-39-139370,16,motion_peaks,247,0.1437109261751175,3.2506203651428223
2026-06-03-18-05-39-139370,16,cheap_fps,247,0.08187385648488998,3.8139939308166504
2026-06-03-18-05-39-139370,16,motion_gated_fps,247,0.09492268413305283,3.7115180492401123
2026-06-03-18-05-39-139370,32,uniform,247,0.05864395946264267,3.5070652961730957
2026-06-03-18-05-39-139370,32,motion_peaks,247,0.11894244700670242,3.751704692840576
2026-06-03-18-05-39-139370,32,cheap_fps,247,0.059329915791749954,4.04404354095459
2026-06-03-18-05-39-139370,32,motion_gated_fps,247,0.06783799827098846,4.228628635406494
2026-06-03-18-05-39-139370,64,uniform,247,0.03719038888812065,3.5985310077667236
2026-06-03-18-05-39-139370,64,motion_peaks,247,0.05805505812168121,4.325697422027588
2026-06-03-18-05-39-139370,64,cheap_fps,247,0.036583468317985535,4.302281856536865
2026-06-03-18-05-39-139370,64,motion_gated_fps,247,0.045168329030275345,4.503510475158691
2026-06-03-18-05-39-139370,2,ORACLE_greedy,247,0.1589660793542862,1.296455979347229
2026-06-03-18-05-39-139370,2,ORACLE_fps,247,0.3984110653400421,1.8940839767456055
2026-06-03-18-05-39-139370,4,ORACLE_greedy,247,0.11810202896595001,1.9200868606567383
2026-06-03-18-05-39-139370,4,ORACLE_fps,247,0.2757570147514343,3.0450243949890137
2026-06-03-18-05-39-139370,8,ORACLE_greedy,247,0.09009700268507004,2.815694808959961
2026-06-03-18-05-39-139370,8,ORACLE_fps,247,0.14323630928993225,4.294075012207031
2026-06-03-18-05-39-139370,16,ORACLE_greedy,247,0.06887523829936981,3.2376761436462402
2026-06-03-18-05-39-139370,16,ORACLE_fps,247,0.09528079628944397,4.8862409591674805
2026-06-03-18-05-39-139370,32,ORACLE_greedy,247,0.04957287386059761,3.900996446609497
2026-06-03-18-05-39-139370,32,ORACLE_fps,247,0.06453628838062286,5.07781982421875
2026-06-03-18-05-39-139370,64,ORACLE_greedy,247,0.03156560659408569,4.240086078643799
2026-06-03-18-05-39-139370,64,ORACLE_fps,247,0.03745899721980095,5.007959365844727
2026-06-21-19-55-52-215354,2,uniform,310,0.1359870880842209,1.3750149011611938
2026-06-21-19-55-52-215354,2,motion_peaks,310,0.20319920778274536,1.1129214763641357
2026-06-21-19-55-52-215354,2,cheap_fps,310,0.13824038207530975,1.351786494255066
2026-06-21-19-55-52-215354,2,motion_gated_fps,310,0.14156916737556458,1.3642200231552124
2026-06-21-19-55-52-215354,4,uniform,310,0.11229467391967773,1.5810673236846924
2026-06-21-19-55-52-215354,4,motion_peaks,310,0.19188357889652252,1.5136570930480957
2026-06-21-19-55-52-215354,4,cheap_fps,310,0.12468463182449341,1.9829527139663696
2026-06-21-19-55-52-215354,4,motion_gated_fps,310,0.12288429588079453,1.7984381914138794
2026-06-21-19-55-52-215354,8,uniform,310,0.09129644930362701,1.9658077955245972
2026-06-21-19-55-52-215354,8,motion_peaks,310,0.15895549952983856,1.7356693744659424
2026-06-21-19-55-52-215354,8,cheap_fps,310,0.09657876193523407,2.240419387817383
2026-06-21-19-55-52-215354,8,motion_gated_fps,310,0.09529311954975128,2.0365703105926514
2026-06-21-19-55-52-215354,16,uniform,310,0.07603224366903305,2.4063243865966797
2026-06-21-19-55-52-215354,16,motion_peaks,310,0.11595349758863449,2.1647346019744873
2026-06-21-19-55-52-215354,16,cheap_fps,310,0.07849718630313873,2.645617723464966
2026-06-21-19-55-52-215354,16,motion_gated_fps,310,0.0757213681936264,2.3473622798919678
2026-06-21-19-55-52-215354,32,uniform,310,0.05468636751174927,2.6864850521087646
2026-06-21-19-55-52-215354,32,motion_peaks,310,0.08601389825344086,2.561842918395996
2026-06-21-19-55-52-215354,32,cheap_fps,310,0.057455480098724365,2.7683639526367188
2026-06-21-19-55-52-215354,32,motion_gated_fps,310,0.05929829925298691,2.6504671573638916
2026-06-21-19-55-52-215354,64,uniform,310,0.036628272384405136,2.703678846359253
2026-06-21-19-55-52-215354,64,motion_peaks,310,0.06016675755381584,2.841174602508545
2026-06-21-19-55-52-215354,64,cheap_fps,310,0.03814977779984474,2.9120051860809326
2026-06-21-19-55-52-215354,64,motion_gated_fps,310,0.042124293744564056,2.906141519546509
2026-06-21-19-55-52-215354,2,ORACLE_greedy,310,0.10448116064071655,1.2257755994796753
2026-06-21-19-55-52-215354,2,ORACLE_fps,310,0.14775969088077545,1.6064163446426392
2026-06-21-19-55-52-215354,4,ORACLE_greedy,310,0.09340730309486389,1.5381728410720825
2026-06-21-19-55-52-215354,4,ORACLE_fps,310,0.13491669297218323,2.2618770599365234
2026-06-21-19-55-52-215354,8,ORACLE_greedy,310,0.07800422608852386,1.8533207178115845
2026-06-21-19-55-52-215354,8,ORACLE_fps,310,0.11246714740991592,2.8382210731506348
2026-06-21-19-55-52-215354,16,ORACLE_greedy,310,0.060029905289411545,2.2514960765838623
2026-06-21-19-55-52-215354,16,ORACLE_fps,310,0.08878615498542786,3.118773937225342
2026-06-21-19-55-52-215354,32,ORACLE_greedy,310,0.046466656029224396,2.540999412536621
2026-06-21-19-55-52-215354,32,ORACLE_fps,310,0.05988674610853195,3.2772040367126465
2026-06-21-19-55-52-215354,64,ORACLE_greedy,310,0.031985070556402206,2.790009021759033
2026-06-21-19-55-52-215354,64,ORACLE_fps,310,0.03811127319931984,3.1973040103912354
2026-05-29-16-30-32-670630,2,uniform,275,0.1411418318748474,1.37153160572052
2026-05-29-16-30-32-670630,2,motion_peaks,275,0.17454072833061218,1.1266047954559326
2026-05-29-16-30-32-670630,2,cheap_fps,275,0.1465553641319275,1.3603184223175049
2026-05-29-16-30-32-670630,2,motion_gated_fps,275,0.1439972072839737,1.296362280845642
2026-05-29-16-30-32-670630,4,uniform,275,0.11384175717830658,2.014235258102417
2026-05-29-16-30-32-670630,4,motion_peaks,275,0.13046763837337494,1.3911583423614502
2026-05-29-16-30-32-670630,4,cheap_fps,275,0.11541886627674103,1.5950322151184082
2026-05-29-16-30-32-670630,4,motion_gated_fps,275,0.11598743498325348,1.5631723403930664
2026-05-29-16-30-32-670630,8,uniform,275,0.08428823202848434,1.9931493997573853
2026-05-29-16-30-32-670630,8,motion_peaks,275,0.1220816895365715,1.491951584815979
2026-05-29-16-30-32-670630,8,cheap_fps,275,0.09308605641126633,1.9461556673049927
2026-05-29-16-30-32-670630,8,motion_gated_fps,275,0.098459392786026,1.9455918073654175
2026-05-29-16-30-32-670630,16,uniform,275,0.06501881033182144,2.221912384033203
2026-05-29-16-30-32-670630,16,motion_peaks,275,0.10470222681760788,1.817584753036499
2026-05-29-16-30-32-670630,16,cheap_fps,275,0.07642637193202972,2.156118154525757
2026-05-29-16-30-32-670630,16,motion_gated_fps,275,0.07709167897701263,2.1104307174682617
2026-05-29-16-30-32-670630,32,uniform,275,0.05009850114583969,2.304351806640625
2026-05-29-16-30-32-670630,32,motion_peaks,275,0.08610008656978607,2.0771217346191406
2026-05-29-16-30-32-670630,32,cheap_fps,275,0.059095486998558044,2.355283737182617
2026-05-29-16-30-32-670630,32,motion_gated_fps,275,0.05937838554382324,2.3440308570861816
2026-05-29-16-30-32-670630,64,uniform,275,0.03483394905924797,2.579102039337158
2026-05-29-16-30-32-670630,64,motion_peaks,275,0.059067245572805405,2.387850761413574
2026-05-29-16-30-32-670630,64,cheap_fps,275,0.03894537314772606,2.4697506427764893
2026-05-29-16-30-32-670630,64,motion_gated_fps,275,0.04033671319484711,2.454639196395874
2026-05-29-16-30-32-670630,2,ORACLE_greedy,275,0.10000573098659515,1.2401723861694336
2026-05-29-16-30-32-670630,2,ORACLE_fps,275,0.14952608942985535,1.6638420820236206
2026-05-29-16-30-32-670630,4,ORACLE_greedy,275,0.08114461600780487,1.580757737159729
2026-05-29-16-30-32-670630,4,ORACLE_fps,275,0.1264224648475647,2.1605324745178223
2026-05-29-16-30-32-670630,8,ORACLE_greedy,275,0.06807100027799606,1.7234407663345337
2026-05-29-16-30-32-670630,8,ORACLE_fps,275,0.1028580367565155,2.6952686309814453
2026-05-29-16-30-32-670630,16,ORACLE_greedy,275,0.05589152127504349,1.9919726848602295
2026-05-29-16-30-32-670630,16,ORACLE_fps,275,0.08269177377223969,2.8268496990203857
2026-05-29-16-30-32-670630,32,ORACLE_greedy,275,0.04342237859964371,2.205507755279541
2026-05-29-16-30-32-670630,32,ORACLE_fps,275,0.05701515078544617,2.956099510192871
2026-05-29-16-30-32-670630,64,ORACLE_greedy,275,0.03078419715166092,2.5025346279144287
2026-05-29-16-30-32-670630,64,ORACLE_fps,275,0.036899711936712265,2.9079842567443848
2026-04-18-13-14-53-051154,2,uniform,444,0.36863070726394653,1.6392933130264282
2026-04-18-13-14-53-051154,2,motion_peaks,444,0.40117573738098145,1.2090567350387573
2026-04-18-13-14-53-051154,2,cheap_fps,444,0.29128554463386536,1.7233842611312866
2026-04-18-13-14-53-051154,2,motion_gated_fps,444,0.23980143666267395,1.6038711071014404
2026-04-18-13-14-53-051154,4,uniform,444,0.21699754893779755,2.700016498565674
2026-04-18-13-14-53-051154,4,motion_peaks,444,0.36972835659980774,1.6305267810821533
2026-04-18-13-14-53-051154,4,cheap_fps,444,0.2523220479488373,2.3868579864501953
2026-04-18-13-14-53-051154,4,motion_gated_fps,444,0.20809341967105865,2.0458436012268066
2026-04-18-13-14-53-051154,8,uniform,444,0.1766871213912964,3.581559896469116
2026-04-18-13-14-53-051154,8,motion_peaks,444,0.33870965242385864,2.9356350898742676
2026-04-18-13-14-53-051154,8,cheap_fps,444,0.19770923256874084,3.69974684715271
2026-04-18-13-14-53-051154,8,motion_gated_fps,444,0.19670510292053223,3.3168952465057373
2026-04-18-13-14-53-051154,16,uniform,444,0.1260542869567871,4.124884128570557
2026-04-18-13-14-53-051154,16,motion_peaks,444,0.3021038770675659,3.8889827728271484
2026-04-18-13-14-53-051154,16,cheap_fps,444,0.13144074380397797,4.676877021789551
2026-04-18-13-14-53-051154,16,motion_gated_fps,444,0.14544782042503357,4.335264205932617
2026-04-18-13-14-53-051154,32,uniform,444,0.0998399555683136,4.642632007598877
2026-04-18-13-14-53-051154,32,motion_peaks,444,0.1701948046684265,5.107191562652588
2026-04-18-13-14-53-051154,32,cheap_fps,444,0.10315924137830734,4.958252429962158
2026-04-18-13-14-53-051154,32,motion_gated_fps,444,0.10112085938453674,4.877676963806152
2026-04-18-13-14-53-051154,64,uniform,444,0.06969279795885086,5.102643966674805
2026-04-18-13-14-53-051154,64,motion_peaks,444,0.11937251687049866,5.68570613861084
2026-04-18-13-14-53-051154,64,cheap_fps,444,0.07144994288682938,5.505945205688477
2026-04-18-13-14-53-051154,64,motion_gated_fps,444,0.07548514008522034,5.3395676612854
2026-04-18-13-14-53-051154,2,ORACLE_greedy,444,0.19384253025054932,1.665958285331726
2026-04-18-13-14-53-051154,2,ORACLE_fps,444,0.29565107822418213,1.837678074836731
2026-04-18-13-14-53-051154,4,ORACLE_greedy,444,0.15853773057460785,2.1243972778320312
2026-04-18-13-14-53-051154,4,ORACLE_fps,444,0.25619179010391235,3.1513922214508057
2026-04-18-13-14-53-051154,8,ORACLE_greedy,444,0.13164782524108887,2.6351449489593506
2026-04-18-13-14-53-051154,8,ORACLE_fps,444,0.23625560104846954,4.907153129577637
2026-04-18-13-14-53-051154,16,ORACLE_greedy,444,0.10779651999473572,3.6000802516937256
2026-04-18-13-14-53-051154,16,ORACLE_fps,444,0.18240156769752502,6.357542514801025
2026-04-18-13-14-53-051154,32,ORACLE_greedy,444,0.08273585140705109,4.380054473876953
2026-04-18-13-14-53-051154,32,ORACLE_fps,444,0.11879841983318329,7.069258689880371
2026-04-18-13-14-53-051154,64,ORACLE_greedy,444,0.06031571328639984,5.557615756988525
2026-04-18-13-14-53-051154,64,ORACLE_fps,444,0.0823744535446167,7.35007381439209
2026-05-18-18-07-01-835905,2,uniform,482,0.20260730385780334,1.4781317710876465
2026-05-18-18-07-01-835905,2,motion_peaks,482,0.2874619960784912,1.114016056060791
2026-05-18-18-07-01-835905,2,cheap_fps,482,0.2061307579278946,1.4855518341064453
2026-05-18-18-07-01-835905,2,motion_gated_fps,482,0.19872406125068665,1.3821096420288086
2026-05-18-18-07-01-835905,4,uniform,482,0.18296857178211212,1.8688451051712036
2026-05-18-18-07-01-835905,4,motion_peaks,482,0.2541499137878418,1.7075257301330566
2026-05-18-18-07-01-835905,4,cheap_fps,482,0.19430026412010193,2.089242935180664
2026-05-18-18-07-01-835905,4,motion_gated_fps,482,0.19231727719306946,2.1533751487731934
2026-05-18-18-07-01-835905,8,uniform,482,0.16593153774738312,2.7248024940490723
2026-05-18-18-07-01-835905,8,motion_peaks,482,0.2351306527853012,2.3860206604003906
2026-05-18-18-07-01-835905,8,cheap_fps,482,0.1515960395336151,2.532935619354248
2026-05-18-18-07-01-835905,8,motion_gated_fps,482,0.1691358983516693,2.7324435710906982
2026-05-18-18-07-01-835905,16,uniform,482,0.12461556494235992,3.1538920402526855
2026-05-18-18-07-01-835905,16,motion_peaks,482,0.1993727833032608,2.7201836109161377
2026-05-18-18-07-01-835905,16,cheap_fps,482,0.12840089201927185,3.3163537979125977
2026-05-18-18-07-01-835905,16,motion_gated_fps,482,0.1462952196598053,3.318913221359253
2026-05-18-18-07-01-835905,32,uniform,482,0.09425359219312668,3.9662065505981445
2026-05-18-18-07-01-835905,32,motion_peaks,482,0.1572732925415039,3.3540267944335938
2026-05-18-18-07-01-835905,32,cheap_fps,482,0.10161353647708893,4.055208206176758
2026-05-18-18-07-01-835905,32,motion_gated_fps,482,0.10408713668584824,3.9437994956970215
2026-05-18-18-07-01-835905,64,uniform,482,0.06531709432601929,4.188117980957031
2026-05-18-18-07-01-835905,64,motion_peaks,482,0.11187723278999329,4.066511154174805
2026-05-18-18-07-01-835905,64,cheap_fps,482,0.07167448848485947,4.516739845275879
2026-05-18-18-07-01-835905,64,motion_gated_fps,482,0.07832706719636917,4.36585807800293
2026-05-18-18-07-01-835905,2,ORACLE_greedy,482,0.1646663099527359,1.3687851428985596
2026-05-18-18-07-01-835905,2,ORACLE_fps,482,0.21454113721847534,1.6851779222488403
2026-05-18-18-07-01-835905,4,ORACLE_greedy,482,0.14467085897922516,1.9768959283828735
2026-05-18-18-07-01-835905,4,ORACLE_fps,482,0.20250168442726135,2.655535936355591
2026-05-18-18-07-01-835905,8,ORACLE_greedy,482,0.12301690876483917,2.254214286804199
2026-05-18-18-07-01-835905,8,ORACLE_fps,482,0.1885903775691986,3.9073996543884277
2026-05-18-18-07-01-835905,16,ORACLE_greedy,482,0.09977750480175018,2.752610921859741
2026-05-18-18-07-01-835905,16,ORACLE_fps,482,0.1457977145910263,4.750234603881836
2026-05-18-18-07-01-835905,32,ORACLE_greedy,482,0.07714293152093887,3.454756259918213
2026-05-18-18-07-01-835905,32,ORACLE_fps,482,0.11520171165466309,5.185640335083008
2026-05-18-18-07-01-835905,64,ORACLE_greedy,482,0.05776670575141907,4.03619909286499
2026-05-18-18-07-01-835905,64,ORACLE_fps,482,0.07734799385070801,5.434338569641113
2026-04-09-07-14-47-365101,2,uniform,316,0.12852901220321655,1.220857858657837
2026-04-09-07-14-47-365101,2,motion_peaks,316,0.16128988564014435,1.1035850048065186
2026-04-09-07-14-47-365101,2,cheap_fps,316,0.11435499042272568,1.3449801206588745
2026-04-09-07-14-47-365101,2,motion_gated_fps,316,0.12903785705566406,1.3589717149734497
2026-04-09-07-14-47-365101,4,uniform,316,0.0724094808101654,1.5309264659881592
2026-04-09-07-14-47-365101,4,motion_peaks,316,0.14064912497997284,1.2792178392410278
2026-04-09-07-14-47-365101,4,cheap_fps,316,0.09768083691596985,1.7105704545974731
2026-04-09-07-14-47-365101,4,motion_gated_fps,316,0.07983793318271637,1.6145081520080566
2026-04-09-07-14-47-365101,8,uniform,316,0.06086636707186699,1.7762815952301025
2026-04-09-07-14-47-365101,8,motion_peaks,316,0.11072754859924316,1.4542349576950073
2026-04-09-07-14-47-365101,8,cheap_fps,316,0.0620434433221817,1.802150011062622
2026-04-09-07-14-47-365101,8,motion_gated_fps,316,0.0695573091506958,1.7917238473892212
2026-04-09-07-14-47-365101,16,uniform,316,0.04510927200317383,2.0375819206237793
2026-04-09-07-14-47-365101,16,motion_peaks,316,0.0727146714925766,1.684330701828003
2026-04-09-07-14-47-365101,16,cheap_fps,316,0.054219409823417664,1.995116949081421
2026-04-09-07-14-47-365101,16,motion_gated_fps,316,0.05539773404598236,2.084023952484131
2026-04-09-07-14-47-365101,32,uniform,316,0.03376656025648117,2.023749589920044
2026-04-09-07-14-47-365101,32,motion_peaks,316,0.058686885982751846,2.017038106918335
2026-04-09-07-14-47-365101,32,cheap_fps,316,0.038938865065574646,2.2135486602783203
2026-04-09-07-14-47-365101,32,motion_gated_fps,316,0.04347376152873039,2.2325599193573
2026-04-09-07-14-47-365101,64,uniform,316,0.023244891315698624,2.117166757583618
