episode_hash,operator,lab,num_frames,task,task_description,scene,objects,is_deleted,embodiment,is_eval,eval_score,eval_success,zarr_processed_path,zarr_processing_error,zarr_mp4_path,license,segments,created_at,updated_at,rig_name
692f49135cec8e06f0b2dc99,690362600e94ce070afd1d30,mecka,219.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692f49135cec8e06f0b2dc99.zarr,,s3://rldb/processed_v3/mecka/flagship/692f49135cec8e06f0b2dc99_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ea288dfa4113987776980,6871d82a1aaf88556f0c6041,mecka,91.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ea288dfa4113987776980.zarr,,s3://rldb/processed_v3/mecka/flagship/692ea288dfa4113987776980_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ea30840338017b7f998e8,6903686e0e94ce070afd1f24,mecka,107.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ea30840338017b7f998e8.zarr,,s3://rldb/processed_v3/mecka/flagship/692ea30840338017b7f998e8_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692e994c74b24813e7597411,69150bf42756853dcad943f2,mecka,115.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692e994c74b24813e7597411.zarr,,s3://rldb/processed_v3/mecka/flagship/692e994c74b24813e7597411_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eaa05c7cb0e94dc84bbf2,68bc72d1fcdaacc405e3db53,mecka,229.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eaa05c7cb0e94dc84bbf2.zarr,,s3://rldb/processed_v3/mecka/flagship/692eaa05c7cb0e94dc84bbf2_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eab3ce2322e3b092b5f57,6903bd580e94ce070afd33cd,mecka,160.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eab3ce2322e3b092b5f57.zarr,,s3://rldb/processed_v3/mecka/flagship/692eab3ce2322e3b092b5f57_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692e99e7ba0400c70689fd45,68696b41314bde44018fa510,mecka,200.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692e99e7ba0400c70689fd45.zarr,,s3://rldb/processed_v3/mecka/flagship/692e99e7ba0400c70689fd45_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eb1323b319da763b71c08,6903686e0e94ce070afd1f24,mecka,120.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eb1323b319da763b71c08.zarr,,s3://rldb/processed_v3/mecka/flagship/692eb1323b319da763b71c08_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eac120793395ac4f6ffbf,6903bd580e94ce070afd33cd,mecka,192.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eac120793395ac4f6ffbf.zarr,,s3://rldb/processed_v3/mecka/flagship/692eac120793395ac4f6ffbf_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eaf5374b24813e7597663,6846f7cf9cdf020d4a37a294,mecka,207.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eaf5374b24813e7597663.zarr,,s3://rldb/processed_v3/mecka/flagship/692eaf5374b24813e7597663_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ef6369ca48e15a25b2a7d,69150bf42756853dcad943f2,mecka,119.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ef6369ca48e15a25b2a7d.zarr,,s3://rldb/processed_v3/mecka/flagship/692ef6369ca48e15a25b2a7d_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eabd54e86f0c01a20729f,6903686e0e94ce070afd1f24,mecka,101.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eabd54e86f0c01a20729f.zarr,,s3://rldb/processed_v3/mecka/flagship/692eabd54e86f0c01a20729f_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ef15f45175992cd6a0d26,6871d82a1aaf88556f0c6041,mecka,96.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ef15f45175992cd6a0d26.zarr,,s3://rldb/processed_v3/mecka/flagship/692ef15f45175992cd6a0d26_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eac1bad0c9ef057d41dad,6903b590466be157ec64580a,mecka,206.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eac1bad0c9ef057d41dad.zarr,,s3://rldb/processed_v3/mecka/flagship/692eac1bad0c9ef057d41dad_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eaa8ac7cb0e94dc84bc1b,6903bd580e94ce070afd33cd,mecka,158.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eaa8ac7cb0e94dc84bc1b.zarr,,s3://rldb/processed_v3/mecka/flagship/692eaa8ac7cb0e94dc84bc1b_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ea33095aad87d3e3445a2,6903686e0e94ce070afd1f24,mecka,117.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ea33095aad87d3e3445a2.zarr,,s3://rldb/processed_v3/mecka/flagship/692ea33095aad87d3e3445a2_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eafddb8797912ff78a907,6903b590466be157ec64580a,mecka,159.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eafddb8797912ff78a907.zarr,,s3://rldb/processed_v3/mecka/flagship/692eafddb8797912ff78a907_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eaa162fa9ba56c08f81b3,69150bf42756853dcad943f2,mecka,150.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eaa162fa9ba56c08f81b3.zarr,,s3://rldb/processed_v3/mecka/flagship/692eaa162fa9ba56c08f81b3_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eeeaf0ba268eb16564a8a,69150bf42756853dcad943f2,mecka,164.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eeeaf0ba268eb16564a8a.zarr,,s3://rldb/processed_v3/mecka/flagship/692eeeaf0ba268eb16564a8a_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eac0b96d2056439f01913,6871d82a1aaf88556f0c6041,mecka,90.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eac0b96d2056439f01913.zarr,,s3://rldb/processed_v3/mecka/flagship/692eac0b96d2056439f01913_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692e9d99d3d807884d4dd675,6903686e0e94ce070afd1f24,mecka,106.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692e9d99d3d807884d4dd675.zarr,,s3://rldb/processed_v3/mecka/flagship/692e9d99d3d807884d4dd675_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ee8694215b056bf36e819,6846f7cf9cdf020d4a37a294,mecka,194.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ee8694215b056bf36e819.zarr,,s3://rldb/processed_v3/mecka/flagship/692ee8694215b056bf36e819_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eb227b77ab81b8b41ef86,6903686e0e94ce070afd1f24,mecka,103.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eb227b77ab81b8b41ef86.zarr,,s3://rldb/processed_v3/mecka/flagship/692eb227b77ab81b8b41ef86_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692eab3297ffd8ec90340208,69070e0b9adc5c8f26f55b5a,mecka,136.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692eab3297ffd8ec90340208.zarr,,s3://rldb/processed_v3/mecka/flagship/692eab3297ffd8ec90340208_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ed52e245e918729006f34,690362600e94ce070afd1d30,mecka,224.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ed52e245e918729006f34.zarr,,s3://rldb/processed_v3/mecka/flagship/692ed52e245e918729006f34_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ea33395aad87d3e3445ba,6903686e0e94ce070afd1f24,mecka,120.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ea33395aad87d3e3445ba.zarr,,s3://rldb/processed_v3/mecka/flagship/692ea33395aad87d3e3445ba_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ea33295aad87d3e3445af,6903686e0e94ce070afd1f24,mecka,94.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ea33295aad87d3e3445af.zarr,,s3://rldb/processed_v3/mecka/flagship/692ea33295aad87d3e3445af_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ef7cc0ba268eb16564b31,68bdae5d259c8771eea61c1b,mecka,195.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ef7cc0ba268eb16564b31.zarr,,s3://rldb/processed_v3/mecka/flagship/692ef7cc0ba268eb16564b31_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692f05bbfbcce321dca75024,670be6761e62a52f6a35360d,mecka,394.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692f05bbfbcce321dca75024.zarr,,s3://rldb/processed_v3/mecka/flagship/692f05bbfbcce321dca75024_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ea8f3c621d7f4aac3ab72,6903b590466be157ec64580a,mecka,226.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ea8f3c621d7f4aac3ab72.zarr,,s3://rldb/processed_v3/mecka/flagship/692ea8f3c621d7f4aac3ab72_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ea8664e7eab2cafd269ad,69038b590e94ce070afd2952,mecka,238.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ea8664e7eab2cafd269ad.zarr,,s3://rldb/processed_v3/mecka/flagship/692ea8664e7eab2cafd269ad_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ea5f5eee2f8cb10d0f7e4,69150bf42756853dcad943f2,mecka,121.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ea5f5eee2f8cb10d0f7e4.zarr,,s3://rldb/processed_v3/mecka/flagship/692ea5f5eee2f8cb10d0f7e4_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692f49135cec8e06f0b2dc7f,690362600e94ce070afd1d30,mecka,227.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692f49135cec8e06f0b2dc7f.zarr,,s3://rldb/processed_v3/mecka/flagship/692f49135cec8e06f0b2dc7f_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ead5e3019385fbbf5684d,6846f7cf9cdf020d4a37a294,mecka,224.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ead5e3019385fbbf5684d.zarr,,s3://rldb/processed_v3/mecka/flagship/692ead5e3019385fbbf5684d_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ea7f3f169106feb26aeca,6903686e0e94ce070afd1f24,mecka,115.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ea7f3f169106feb26aeca.zarr,,s3://rldb/processed_v3/mecka/flagship/692ea7f3f169106feb26aeca_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
692ea7ff4e7eab2cafd26996,690366b20e94ce070afd1e8a,mecka,179.0,cup_on_saucer,,,cup,False,human_bimanual,False,-1.0,True,s3://rldb/processed_v3/mecka/flagship/692ea7ff4e7eab2cafd26996.zarr,,s3://rldb/processed_v3/mecka/flagship/692ea7ff4e7eab2cafd26996_video.mp4,CC BY-SA 4.0,,2026-07-27 03:38:37.457065+00:00,2026-07-31 21:45:36.954967+00:00,mecka
2025-12-24-19-21-46-437000,4OOitkcdBEpTp3V5,rl2,1243.0,cup_on_saucer,"pick up the cup with one arm, hand it over to the other arm and place it on the saucer",1,"{""white ceramic cup"",""yellow saucer""}",False,eva_bimanual,False,-1.0,True,s3://rldb/processed_v3/eva/2025-12-24-19-21-46-437000.zarr,,s3://rldb/processed_v3/eva/2025-12-24-19-21-46-437000.mp4,CC BY-SA 4.0,,2025-12-24 19:21:46.437000+00:00,2026-07-31 21:45:36.954967+00:00,eva
